id,requirement,requirement_title,question_text,expected_testing,source_page,applicability_tags
12.1,12,Maintain a policy that addresses information security for all personnel,"Is a security policy established, published, maintained, and disseminated to all relevant personnel? • Review the information security policy",,69,
12.1.1,12,Maintain a policy that addresses information security for all personnel,Is the security policy reviewed at least annually and updated when the environment changes? • Review the information security policy • Interview responsible personnel,,69,
12.2(a),12,Maintain a policy that addresses information security for all personnel,"Is an annual risk assessment process implemented that identifies assets, threats, and vulnerabilities? Examples of risk assessment methodologies include but are not limited to OCTAVE, ISO 27005 and NIST SP 800 - 30. • Review annual risk assessment process • Interview personnel (b) Does the risk assessment process result in a formal risk assessment? • Review the formal risk assessment (c) Is the risk assessment process performed at least annually and upon significant changes to the environment (for example, acquisition, merger, relocation, etc.)? • Review risk assessment documentation • Interview responsible personnel",,69,
12.3,12,Maintain a policy that addresses information security for all personnel,"Are usage policies for critical technologies developed to define proper use of these technologies and require the following: Note: Examples of critical technologies include, but are not limited to, remote access and wireless technologies, laptops, tablets, removable electronic media, e -mail usage and Internet usage.",,69,"app_dev,wireless"
12.3.1,12,Maintain a policy that addresses information security for all personnel,Explicit approval by authorized parties to use the technologies? • Review usage policies • Interview responsible personnel,,69,
12.3.2,12,Maintain a policy that addresses information security for all personnel,Authentication for use of the technology? • Review usage policies • Interview responsible personnel,,70,
12.3.3,12,Maintain a policy that addresses information security for all personnel,A list of all such devices and personnel with access? • Review usage policies • Interview responsible personnel,,70,
12.3.4,12,Maintain a policy that addresses information security for all personnel,"A method to accurately and readily determine owner, contact information, and purpose (for example, labeling, coding, and/or inventorying of devices)? • Review usage policies • Interview responsible personnel",,70,
12.3.5,12,Maintain a policy that addresses information security for all personnel,Acceptable uses of the technologies? • Review usage policies • Interview responsible personnel,,70,
12.3.6,12,Maintain a policy that addresses information security for all personnel,Acceptable network locations for the technologies? • Review usage policies • Interview responsible personnel,,70,
12.3.7,12,Maintain a policy that addresses information security for all personnel,List of company -approved products? • Review usage policies • Interview responsible personnel,,70,
12.3.8,12,Maintain a policy that addresses information security for all personnel,Automatic disconnect of sessions for remote -access technologies after a specific period of inactivity? • Review usage policies • Interview responsible personnel,,70,
12.3.9,12,Maintain a policy that addresses information security for all personnel,"Activation of remote -access technologies for vendors and business partners only when needed by vendors and business partners, with immediate deactivation after use? • Review usage policies • Interview responsible personnel",,70,
12.3.10(a),12,Maintain a policy that addresses information security for all personnel,"For personnel accessing cardholder data via remote - access technologies, does the policy specify the prohibition of copying, moving, and storage of cardholder data onto local hard drives and removable electronic media, unless explicitly authorized for a def ined business need? Where there is an authorized business need, the usage policies must require the data be protected in accordance with all applicable PCI DSS Requirements. • Review usage policies • Interview responsible personnel",,70,
12.4,12,Maintain a policy that addresses information security for all personnel,Do security policy and procedures clearly define information security responsibilities for all personnel? • Review information security policy and procedures • Interview a sample of responsible personnel,,71,
12.5.1,12,Maintain a policy that addresses information security for all personnel,"Establishing, documenting, and distributing security policies and procedures? • Review information security policy and procedures",,71,
12.5(a),12,Maintain a policy that addresses information security for all personnel,Is responsibility for information security formally assigned to a Chief Security Officer or other security - knowledgeable member of management? • Review information security policy and procedures (b) Are the following information security management responsibilities formally assigned to an individual or team:,,71,
12.5.2,12,Maintain a policy that addresses information security for all personnel,"Monitoring and analyzing security alerts and information, and distributing to appropriate personnel? • Review information security policy and procedures",,71,
12.5.3,12,Maintain a policy that addresses information security for all personnel,"Establishing, documenting, and distributing security incident response and escalation procedures to ensure timely and effective handling of all situations? • Review information security policy and procedures",,71,
12.5.4,12,Maintain a policy that addresses information security for all personnel,"Administering user accounts, including additions, deletions, and modifications? • Review information security policy and procedures",,71,
12.5.5,12,Maintain a policy that addresses information security for all personnel,Monitoring and controlling all access to data? • Review information security policy and procedures,,71,
12.6(a),12,Maintain a policy that addresses information security for all personnel,Is a formal security awareness program in place to make all personnel aware of the importance of cardholder data security? • Review security awareness program (b) Do security awareness program procedures include the following:,,71,
12.6.1(a),12,Maintain a policy that addresses information security for all personnel,"Does the security awareness program provide multiple methods of communicating awareness and educating personnel (for example, posters, letters, memos, web based training, meetings, and promotions)? Note: Methods can vary depending on the role of th e personnel and their level of access to the cardholder data. • Review security awareness program • Review security awareness program procedures • Review security awareness program attendance records (b) Are personnel educated upon hire and at least annually? • Examine security awareness program procedures and documentation (c) Have employees completed awareness training and are they aware of the importance of cardholder data security? • Interview personnel",,72,
12.6.2,12,Maintain a policy that addresses information security for all personnel,Are personnel required to acknowledge at least annually that they have read and understood the security policy and procedures? • Examine security awareness program procedures and documentation,,72,
12.7,12,Maintain a policy that addresses information security for all personnel,"Are potential personnel (see definition of “personnel” above) screened prior to hire to minimize the risk of attacks from internal sources? Examples of background checks include previous employment history, criminal record, credit history and reference ch ecks. Note: For those potential personnel to be hired for certain positions, such as store cashiers who only have access to one card number at a time when facilitating a transaction, this requirement is a recommendation only. • Interview Human Resource depar tment management",,72,
12.8,12,Maintain a policy that addresses information security for all personnel,"Are policies and procedures maintained and implemented to manage service providers with whom cardholder data is shared, or that could affect the security of cardholder data, as follows:",,72,service_provider_only
12.8.1,12,Maintain a policy that addresses information security for all personnel,Is a list of service providers maintained? • Review policies and procedures • Observe processes • Review list of service providers,,73,service_provider_only
12.8.2,12,Maintain a policy that addresses information security for all personnel,"Is a written agreement maintained that includes an acknowledgement that the service providers are responsible for the security of cardholder data the service providers possess or otherwise store, process, or transmit on behalf of the customer, or to the extent that they could im pact the security of the customer’s cardholder data environment? Note: The exact wording of an acknowledgement will depend on the agreement between the two parties, the details of the service being provided, and the responsibilities assigned to each party. The acknowledgement does not have to include the exact wording provided in this requirement. • Observe written agreements • Review policies and procedures",,73,service_provider_only
12.8.3,12,Maintain a policy that addresses information security for all personnel,"Is there an established process for engaging service providers, including proper due diligence prior to engagement? • Observe processes • Review policies and procedures and supporting documentation",,73,service_provider_only
12.8.4,12,Maintain a policy that addresses information security for all personnel,Is a program maintained to monitor service providers’ PCI DSS compliance status at least annually? • Observe processes • Review policies and procedures and supporting documentation,,73,service_provider_only
12.8.5,12,Maintain a policy that addresses information security for all personnel,"Is information maintained about which PCI DSS requirements are managed by each service provider, and which are managed by the entity? • Observe processes • Review policies and procedures and supporting documentation",,73,service_provider_only
12.9,12,Maintain a policy that addresses information security for all personnel,This requirement applies only to service providers.,,73,service_provider_only
12.10,12,Maintain a policy that addresses information security for all personnel,"Has an incident response plan been implemented in preparation to respond immediately to a system breach, as follows:",,73,
12.10.1(a),12,Maintain a policy that addresses information security for all personnel,"Has an incident response plan been created to be implemented in the event of system breach? • Review the incident response plan • Review incident response plan procedures (b) Does the plan address the following, at a minimum: • Roles, responsibilities, and communication and contact strategies in the event of a compromise including notification of the payment brands, at a minimum? • Review incident response plan procedures • Specific incident response procedures? • Review incident response plan procedures • Business recovery and continuity procedures? • Review incident response plan procedures • Data backup processes? • Review incident response plan procedures • Analysis of legal requirements for reporting compromises? • Review incident response plan procedures • Coverage and responses of all critical system components? • Review incident response plan procedures • Reference or inclusion of incident response procedures from the payment brands? • Review incident response plan procedures",,74,
12.10.2,12,Maintain a policy that addresses information security for all personnel,Is the plan tested at least annually? • Review incident response plan procedures • Interview responsible personnel,,74,
12.10.3,12,Maintain a policy that addresses information security for all personnel,Are specific personnel designated to be available on a 24/7 basis to respond to alerts? • Observe processes • Review policies • Interview responsible personnel,,74,
12.10.4,12,Maintain a policy that addresses information security for all personnel,Is appropriate training provided to staff with security breach response responsibilities? • Observe processes • Review incident response plan procedures • Interview responsible personnel,,75,
12.10.5,12,Maintain a policy that addresses information security for all personnel,"Are alerts from security monitoring systems , including intrusion -detection, intrusion -prevention, and file -integrity monitoring systems , included in the incident response plan? • Observe processes • Review incident response plan procedures",,75,
12.10.6,12,Maintain a policy that addresses information security for all personnel,Is a process developed and in place to modify and evolve the incident response plan according to lessons learned and to incorporate industry developments? • Observe processes • Review incident response plan procedures • Interview responsible personnel,,75,app_dev
